subject_id,gender,height_cm,chest,waist,hip
xaq2jlOyjHdkBcpihC9DT-AGTxF1GGU24i63T3VewWU,male,170.5,115.7010269165039,116.06350708007812,111.67413330078124
UwbYVNhUg-Z7Vg1xyCMcWSFRj4AOQGpk5LtRS-kOwP4,male,169.5,118.28099060058594,102.06779479980467,107.27024841308594
sGpcX0Yq8iMy7jj5gJEpMC-1YcvbNWitT5S6X5YYhJI,male,180.5,122.5681381225586,115.39988708496094,116.5721435546875
NoP839tHlvR8LC8EAmB4xEvLRjJUrRrhc0_oIuwEBM0,male,190.5,120.61643981933594,110.21669006347656,115.64785766601562
59bc275d681516389ccf41e4,female,162.2,116.87029266357422,105.74661254882812,116.12032318115234
SHGPO9XrEnt07sVVxc95eNNyzpV_I8R_E5KFtMNABpQ,male,181.1,120.82102966308594,107.63973236083984,113.17818450927734
CKFPBwrwz49eS2XGCLmhIdY8uWrUvWIq52WKiNI5Rkc,male,164.0,118.71939086914062,101.5372314453125,110.6869659423828
QgfeuOOze8IVivTFjCA5CjmcZ2J87GUFLIq9O1Ruy80,male,181.0,117.77486419677734,112.8591079711914,118.23271942138672
uS4Nlsd6VQjC_MbPDR76MiYZCfgKQsrZG_UwbKzH20A,female,172.0,114.27159118652344,101.80828094482422,112.7562484741211
y78aCJqEaOUdDgPOeezXi7umAHL2m3duCPT9hBX1wnM,male,187.5,122.43106079101562,113.4185562133789,114.2114028930664
ErPNgCrUvUF92wqIZaBIT9t2vgP-T-ziAmtTWgShQWE,male,182.5,121.85284423828124,110.43592834472656,115.05452728271484
p_yVcHIa8_0dKhYnZw7I5Ye4ilVTfGUp4pwqdcjGKZg,male,171.0,124.4976043701172,116.264404296875,109.88443756103516
59bc275c681516389ccf41a4,female,168.05,116.93394470214844,112.0389633178711,123.69896697998048
z0o7aFFYBEOC_-IjkRmJDhQhXZMvQnU-KGDfHH61XKc,female,164.3,119.68637084960938,107.89334106445312,115.0902099609375
u0MjoQ1vUciA1ahHpgs9v5JLbXFvWMHrdb6ZHmooDH8,male,177.9,125.50335693359376,110.6194305419922,108.752197265625
IHApjwticZU7katp9cJaoUDOeGRX7BdEqNS5GEblrmk,male,185.35,116.4692611694336,111.02503967285156,118.76342010498048
72e6xpPgFKeAYYBN_LHxJRrZcwx9fD4-ixWA5ZZw9zs,female,158.65,107.70970153808594,100.01912689208984,112.3886947631836
MHSlcWpQY97n0ULNVud6441kEWnV1ZhIUSXp_LdRAwk,male,174.5,115.990478515625,106.9489517211914,112.30518341064452
JNvYCjFCVizUSPlVWEiT5RvXAV3AcfPFkpa01Y_3DMQ,female,173.0,112.78775024414062,101.9026107788086,109.18853759765624
59bc275d681516389ccf41f6,female,159.5,106.33674621582033,100.24129486083984,113.55496215820312
5_6zLQOStYnD-rthclZGGQuZuVmj2UPdFX73Dt2rHjw,male,171.5,120.2012939453125,111.54756927490234,110.42798614501952
9Dd6Dz9YjZ4Ch6cyA4fFjjy4uY9HzV_CpAIbhDicJzc,female,157.5,112.1921157836914,102.11404418945312,117.26246643066406
81b1O682zPgZRAJ2Nkj2zrZRghiRj_X0lqqXC5E4GvY,male,180.0,122.29891967773438,111.72210693359376,113.1624984741211
by41W0nzxt4Gf5nAI9Z0Tn6nAkLxmqj1XMQ8thKuxHU,female,165.5,125.19497680664062,109.16603088378906,109.11164855957033
730fN81DLQtgxZ5K4FpOgJUOCAIgg9I1bVhmIXOQgmA,female,171.2,110.16026306152344,103.14871978759766,119.7997055053711
RtKCT7Vv4B2-hjY1uFTiLCA4OBe30BT7_rgFeDPrxq4,female,171.0,106.58330535888672,97.28670501708984,121.16432189941406
GZz1_lA8IKwVLSHb5fZCKDqucfDREPVT6ljopD4SUtY,female,155.1,115.57624816894533,114.73836517333984,110.16866302490234
7bFe7VxhOBSMEBgASPgM3QkOFW6-cFMHDHydK-nTdDU,female,165.65,114.85769653320312,99.30367279052734,111.62903594970705
59bc275d681516389ccf4220,female,176.0,110.27752685546876,94.33024597167967,116.33185577392578
Z-AaC65JmtFlUW8a_nGt5PiDBr-Z0WziwmuQMp0W03k,female,156.75,113.7682113647461,117.4261474609375,113.81649780273438
ViL7uZ5TDBNxeTDud_le7mx5BJATJAISdNwBe0OcDXI,male,178.5,115.36614227294922,107.72449493408205,113.18368530273438
PxsFhzWWdGKMvqMtrMiu7ToUSSZa4rcZ46ryRS8Z1ds,male,177.0,118.89796447753906,113.56227111816406,116.85326385498048
tyn9j47LY8cGgO8IP8uP1Vm5Fl6erJ8NlugiCYYaIps,female,165.75,111.34156799316406,99.5382843017578,110.97100067138672
Jyw0H54SwVNKsb4Bmt1jfwtKuvA1WClTVW8V2JOnAv4,male,179.0,114.85646057128906,108.96065521240234,115.39476776123048
-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,male,179.0,122.19342041015624,109.36113739013672,110.95491027832033
OpsAHKwX0vH2qhmJul_yqJDkZ6aEfgL7JmQXapmG43k,female,164.5,117.52051544189452,106.75800323486328,119.24986267089844
EC66JDr10U3CsiBxBcjr9yDFyJWxntX__ubLEoysNcI,male,177.0,118.84498596191406,103.95491790771484,108.9529266357422
JtJm2KmKqA6oCQqOJJKOflI2bLAHwcc6AsP8PmsTqfo,female,168.0,112.32268524169922,102.95025634765624,126.8800811767578
rnCbgkcKJEpmQCBF_ZhCFcTMWiXF7AL4txLtprZ-rS8,male,168.5,110.7944793701172,112.7725601196289,114.078125
DAidIHQc5eh1Eo_4g2j6WhWGPXqGaWU050M3TAJKsOo,female,161.85,110.0550765991211,100.42740631103516,113.55227661132812
59bc275c681516389ccf41bc,female,173.7,111.09004974365234,99.3231201171875,119.2706527709961
jfI-wKSa1Vzx_qrubhAmxjuohcN_Jm7qnmOgg8Bfz5Y,male,177.0,115.42033386230467,111.08172607421876,118.49051666259766
RImghWGquKp-Ol8otUz5nMKMoeJEmd9skki_80D5NXI,male,192.5,122.65465545654295,107.05851745605467,114.90250396728516
yq5Scc358deZ0smPM5s1QdKaSGCVrRPCoBDb5d7lRiQ,male,190.0,120.71902465820312,110.88581085205078,115.01795959472656
59bc2767681516389ccf45da,male,175.25,115.73131561279295,112.24396514892578,112.57652282714844
pK4RpWfdiM4ahJRpUMBX0C1RAg8HoB1Q9L2SO13tW4I,male,179.0,123.06321716308594,111.62565612792967,109.22509765625
cx7H9JmRginjnpfFsEmrbkaeORyIyI6HnIfHMHDqKKY,female,159.6,103.62139129638672,109.48182678222656,110.3318099975586
xiIlFtub_tYSYAbklHkKFncM7qOhs6GkeRP1ftvw8h4,male,181.9,110.68045806884766,104.9468002319336,116.45263671875
lYnZlP0DOfYTeYfFIaR6gxDDuamKtDqT6LX0fHjC8bk,male,187.0,113.84363555908205,106.06092071533205,116.68778228759766
znrHG0kR6ihoDtVJ3hKtsEv7efH8IcFOYL5va2Qqkv4,male,180.0,117.39977264404295,110.35016632080078,109.82829284667967
X3IgwE33Fglksdvp53AKTMnTL1txWK09MjhB-g_tOA8,female,171.0,114.25555419921876,105.7652587890625,112.66351318359376
Qft8SrjkyOiUJE2WWGWi5qioxAL6RfK9cpCKkzYBGtU,male,171.0,120.87406158447266,111.67539978027344,111.3342742919922
9yDE38ljye2XhcQc38xggbv64HwXDSbDkh5bb3lMNkU,female,164.4,86.00697326660156,72.33474731445312,95.73676300048828
f9px04DYsdWpsWM-8X31bHjQKI1s7OU3IzYqUACuGrE,male,174.45,114.92554473876952,106.58824157714844,109.42030334472656
59bc2758681516389ccf4077,female,167.95,96.68221282958984,94.39581298828124,115.8496551513672
qVgPlaShYxE8kMc1gKBzUkgjkKwH67HD-I489HIo_Is,male,162.0,110.8868637084961,97.9340591430664,106.73171997070312
YUkWClmyzjpdyT2OoHUfL6OAWqCImFUUrQfyN4YUNJ8,male,183.0,117.64462280273438,114.1654052734375,112.60328674316406
nZUlJ3oSfVH51kquU28D-F9NwL3UjnLsxtsY2y6qXts,female,164.5,109.72437286376952,96.33212280273438,112.03760528564452
ZfXnpj9JymrEXySC2mXmPwiAf6u_Vlmu260kJ2iI5Bc,female,155.5,114.16649627685548,105.53326416015624,112.44991302490234
7qSpZjKddWTjcy_CH8tt0D_FzCZX7aNGIKlkfPeIOFE,male,175.0,114.85100555419922,105.22770690917967,112.56199645996094
Kr1whZRnyXXBfX2Qb68APhgjTqQOJoNCbyiyp8KjOUM,male,167.0,114.18083190917967,103.80453491210938,112.03218841552734
UwnIrAKE3fgYAZAsGCbzm-2v2HpGfkO_9oQWLkH4X8E,male,172.5,114.29473114013672,102.34219360351562,111.7315673828125
uc-v1U8HMj6nz2aVav24MAHM1D6plrOqyrGqpU7EfTs,female,176.1,111.52951049804688,91.3834991455078,111.03917694091795
5a1f2d379f17b800040cc7cc,male,176.55,119.37632751464844,107.1130142211914,111.8835220336914
NeEHJxFxG632zWy6Ar6Jyr7TNtJglor-PW8tlqoHAPs,male,172.2,117.45260620117188,108.17958068847656,112.40453338623048
QiAADJFrx4hH-ORJ7WLmTlPpW1IS1vQ19Paf_BEVYPE,male,177.55,118.1283721923828,110.83673095703124,111.6544418334961
DDliBRlYFBCyG-UjlAVLiDG4nvRl8nodOUOtLxfu5Us,female,162.0,106.60161590576172,103.7259750366211,111.0610809326172
jj-ymAlKRw4gwssTUjghlxgUc4OSZPQuaAgrGKJGcQA,female,168.0,109.4067840576172,101.44780731201172,121.16462707519533
vnohRvRete12wDp7zCI0rTWOjQO1NU48ZzyOXpEI_uk,male,184.0,112.00715637207033,102.09304809570312,111.61410522460938
SEmnk4jlSmg3QtnZMtmBa-LkBg--17VtCby5OBK99YY,male,183.5,114.07833862304688,103.57669067382812,111.0632781982422
oWFBFFV2dtIyJFBBpNkjkPQ5nQBChrUWbW6wxMrxYWE,female,158.7,116.5086669921875,99.95228576660156,111.79251861572266
DYJR9xAeblKG6aQwKXKaxyK5toR1c9ih8lq8cztV52k,male,180.1,118.08877563476562,111.69342803955078,118.03592681884766
0wvZ5ZeHgraG0oQGr38yR75PmIG9-hXYnUWW0uJqWtE,female,165.0,112.3879623413086,97.4811553955078,111.89044952392578
-60o95b9oEE83BDV3GpsAVPA4TFvxuPPqtXEY5PApy8,male,166.0,111.16407012939452,103.3951187133789,109.52946472167967
WvGQBBNpSe532EEM3AMJdoxUoTyST19JL_SBR2urNRk,female,163.5,112.84115600585938,95.29041290283205,117.67279052734376
BUhmNtrPKv9T-5hUVF14PuEsoSx0VEobiP4M-T7dqow,male,186.0,112.90576934814452,104.12237548828124,115.254150390625
P2napCkrkVITcwLhUfdanIOl4ysctsqjd_4DRNa4dus,female,165.0,102.99156951904295,93.18504333496094,111.09191131591795
7R6m49IITGG-lT_EavoGCfcnOBAx1QPM16fpE-f9iSc,male,161.5,110.45956420898438,98.34021759033205,108.02362823486328
PTlHUsHV7o9UT252M5WVnZ4UHD70AB2ki2h3-WTeFBg,male,170.0,122.7839813232422,100.8935546875,105.53057098388672
GbOk4JbzF5zpkg24rqvg_gA8BAMUKFen4zBSFPCcQVs,female,176.5,117.39210510253906,96.87300872802734,114.76466369628906
WHDczZcoVMaf0R3uyGmU6rQO3uolcyFIWaeQJxgLVVI,male,179.0,113.51917266845705,103.9358139038086,115.62183380126952
Q1mrhkvdeveFY2PVxxtCrR57IGVzOJsBhBJqR3bVL8c,male,195.0,114.47432708740234,104.68334197998048,114.20887756347656
8WXn9BpS3RqbAo1DOnJlmkCCTLNop6r05u16nWlYo4Y,male,181.8,117.9320068359375,103.14583587646484,112.50579833984376
78aFkOzy-pjbj9lmsp4uyrbotokRlchqTKpxs3K6npU,female,172.2,105.73245239257812,91.22241973876952,112.0676727294922
atGuTnEF7KvrxEVHkLzFTY7gdAZ36gghFPcJHudLqXI,male,184.5,109.12130737304688,112.81234741210938,116.82658386230467
vtUetlQRnFggW0gU19iG8wdTL-KlWikPJFIEMbsIWvw,male,160.5,114.56316375732422,100.75350189208984,106.42471313476562
QW2Nv2ELci-jrh1F22pctTT58FcUFls-aiIrbIm5Usg,male,168.0,112.8118896484375,107.01252746582033,110.39661407470705
LqwmZFz9Zs0XAy0zY8sJEZuwuRFvikqWWqAZangX8fw,female,167.0,108.13064575195312,99.1331558227539,113.61138153076172
2vMs6p-qIdIw0mTEz5emgZpxICq3glcfyQM3vwB3vBo,male,185.0,120.33712005615234,105.32633972167967,108.79192352294922
TPEFC770c-_JCFBm69zaW6mwzy_cDoLe7CouTJkeK54,male,181.0,107.93182373046876,101.58423614501952,117.90316009521484
0rGJdyxMb1htbhTkMtbdeGGj8aPapDY8PlclNf3Ofy0,female,160.9,111.11244201660156,97.04959106445312,110.9326400756836
K9zkdznI6sNRQAbGZyM9qavlSHz1QjDc4YT_Nk9SxNc,male,178.5,117.95995330810548,104.68946075439452,107.03689575195312
4gXQA7YvC9wjEAkjxtjYg_1zS4JZ6WaJLbs3nQKKfnY,female,161.1,102.1886749267578,96.56246948242188,108.9304656982422
s_KuB0FTrJowaJCSsCAvl-4zKP_oPTv3VjKQlyXI1z4,female,162.4,126.44674682617188,101.02640533447266,108.6824188232422
7ouRXI3yMEy6fO53qEjL7WsQ1BatKfqA7D5NfWi6X-4,male,179.5,113.83074188232422,94.32292175292967,109.04592895507812
6EyWCpcE3wKknntg3-9XIpMMwmkrwqTKbaVc2t38YfI,male,174.5,120.78374481201172,108.2665023803711,107.43120574951172
gFblhzof-gC7PAXXnQ-foacnYnSX9YdOYVOS3h2Anwo,female,161.5,109.94210815429688,98.5714340209961,115.28119659423828
59bc2764681516389ccf449b,female,168.15,106.28810119628906,98.31578063964844,114.22377014160156
3ksASfe4f_APd1tLxccDtth3VbpJ9SgIcz5vPw7Y1os,female,165.5,113.65008544921876,106.21986389160156,118.57276153564452
3A5Rcv9or0IWuBb1I_iDlORBsIfkkhLI1j8QK5uP6AE,male,165.0,114.89944458007812,106.4277801513672,108.1436767578125
FIKdwgnu8NHVkxHD8cCqOboG8gQmA_Ere1JE40CnfLs,male,187.0,111.89767456054688,101.0542984008789,110.8940658569336
NTmudVTq3KXZsMxKbzh7FZ_Cwidx_LNAFffrMFwhizk,female,147.5,113.8180694580078,96.78948211669922,100.68437957763672
59bc275a681516389ccf40bd,male,191.4,119.01628875732422,104.77503967285156,111.76699829101562
AmedggJX7Rhsxnnl44fPJ5Tj4zIapmO_nJ_gIV3nHlY,male,183.5,120.1257781982422,104.81439971923828,109.375
59bc275b681516389ccf4111,female,146.2,116.99549102783205,103.81707763671876,111.23329162597656
W2KMv_S0_4Hsm2X-rx_6MSBFcpHEivib5C4E4eOnBzY,female,165.0,100.45619201660156,87.32372283935547,109.55917358398438
-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,female,158.0,113.5492706298828,107.0347900390625,106.76206970214844
ExHvSn3DH-iqPCP5yp0dHLvKzR9chhSsrs-V5Nztrso,male,175.55,114.9196319580078,99.67581939697266,109.8766860961914
fP5sarrUu7-n8UtbrC-v1DK-c3H4Qpp9iDDoM1SxyTs,male,179.5,111.5477523803711,100.5526123046875,108.48267364501952
QN6awL28K1oOGTfvrs6JaebgAll0DiBRUmVZiVuZx2k,female,160.0,108.86634826660156,93.9554672241211,109.97640228271484
k1hi20BJAqls5jIB-NeHd2OqMOb27kUQyoZbB18qx80,male,176.2,116.31094360351562,105.95016479492188,105.03055572509766
Ucf-qtgMeZvQRaFlibfSZjYzSkrIPBEgBsCjvwrpYtY,male,186.5,111.78267669677734,109.77486419677734,114.63873291015624
GHBbDwaAvfvXX3XyEWZg2vpCJQyH6_xgMKorwr3v_nA,male,184.0,119.61758422851562,108.8276138305664,111.90111541748048
4d_X7JZm0gneZC8ffiFtMDo1I7gKKmN0V0ER7YrB8pI,female,160.0,102.69129180908205,91.19351959228516,107.83265686035156
BIgqCAZI0sAs9l6VoYb7f5DEalgi2C2UbnCcl6iXX0U,female,162.0,103.43244171142578,97.73299407958984,110.75071716308594
Xvtc1yn6vhpXIvF6FClUiuuE0lTTIgw6qR807od8xgo,male,172.0,112.18254852294922,97.04672241210938,107.72640991210938
Bwo4aB1FVh_V5rDzT7D64XUtIYW0ZjOAy6k67FYdICY,female,164.4,115.18218231201172,100.68912506103516,108.95348358154295
59bc2762681516389ccf440f,female,161.5,106.31739807128906,88.47762298583984,109.80260467529295
VchxmPjbff2Q9NFkNAM-ZcomUss3G4RYAwc_pryTIQw,male,173.5,115.83082580566406,112.85474395751952,112.29117584228516
OLBWnedUwa0ARUg1ZVSXNvBuk5yLHZrgyB84RGKdYeA,male,190.5,110.0836944580078,110.9191665649414,117.83876037597656
X1GE1aJVNlCd0S4_q8lq1f_3U6W6FV4dxxMBZiAZ_No,male,184.5,112.5303192138672,106.00276184082033,112.04641723632812
tnGB-cg-_pSmt7YQ3y3GNnX1smqoOnZBoYvHhIxFHQQ,male,180.5,114.77891540527344,112.9172821044922,108.79468536376952
f62_eizzmbPnIL3GPy72UA4uhPHb4b8eMwfg3-BDTbQ,male,176.25,119.9585418701172,102.42597198486328,107.17257690429688
Wkfwp2rGuRysmKYmeIPaCQ8oChBz3aE-R4ywK6Uczys,male,178.5,122.2383804321289,108.2885513305664,108.3062744140625
59bc275e681516389ccf424f,female,175.0,108.13639068603516,97.1098861694336,109.55274200439452
29NvYTuuEKc1Xrym-L_6TZM91S72J5H3G45mDsFXTnc,male,179.55,113.68846130371094,108.17127227783205,118.3687744140625
wF2Klo0rth7qh_o1oCnMTyv4ApfQTKluNJS2gQqqtFs,male,168.75,106.80134582519533,100.21704864501952,110.75582885742188
9u-vaMTZFzgzBDbB_7W0DzM9IUpAxQey33Uwvjo7q8Y,male,182.5,114.56488800048828,103.4947738647461,113.59076690673828
COXJIiTpnij6N8KobXwfdCeZ5CD68fv3_F0mp3SYlZE,male,179.5,116.0210952758789,101.98411560058594,113.097900390625
8VeEyDejvLRbA8-2IJk8xZ0uZrL4FJqtOqtMOVHwCtA,male,187.5,111.61551666259766,107.1974868774414,111.52110290527344
bePP8GwB1nKVlVvjZvSDz-7IT8NHanHkLYuCqETpods,male,177.5,114.80187225341795,109.30287170410156,109.64044189453124
UQ2GM1XaDd8CXhISjirrgITujA48e9-JNBkpT5crPkM,female,165.75,118.84147644042967,102.19329071044922,106.078857421875
jZ_TZuGXQhSV1FrFbgIjHBb-F2ze5pZQTjaO46_PZDI,female,161.5,108.3211669921875,98.19490814208984,104.93031311035156
peqbN0eHFV0JIsHpIDwxcN9iRKDbQRyZj8Z9LX12cO0,male,169.5,110.55946350097656,97.40035247802734,108.34864807128906
VdlO5OvevKp6LkWjHyDKuTOZ2LTdcB0a8yigC5evDjA,female,177.5,114.38491821289062,94.51936340332033,114.05241394042967
9M8tILHpx5CTackWNzCIbIj0IJjBSpN7nG0btn5QAoc,female,162.0,107.20677947998048,95.96341705322266,111.6262435913086
INqS66tGbCRyqtCOklRuhFR-Keg4LlajZfujjvCwH0Y,male,166.5,107.28076171875,107.8977279663086,111.4161605834961
UAE7Hyh70ooJw9sM-KQdlQNz7alojnEAxsOlpFU-UcU,female,162.0,114.7512664794922,100.63155364990234,109.2858657836914
7ZYlxTERmHBIDp2DG-eUiSEMowbgMvn47rv5cU-lKMs,female,163.5,105.1161117553711,99.1423110961914,114.3428192138672
WQCNmdegEjLJopGh4wnLhlB59ODC54Nioo42UEKXxSY,female,158.65,115.24358367919922,116.04043579101562,121.46998596191406
Bc22uCvw7uMHbGioIywFoiqXPBu9_05dz9ptmmuPUaU,male,176.4,110.35420989990234,100.22209167480467,113.16154479980467
WI1vl-ZFYxHye2KnzTcSJtBF-i2LXmzx5-qrdr8NSsY,female,180.5,90.9536590576172,81.1572265625,104.95665740966795
